#     _id          _ra          _de       zp_X         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500       f1160      df1160       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
14639      188.9032745   62.1817856      1.79       53.76       10.86         -99       1e+10    -0.03261      0.4822      0.7614        1.04         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.481       2.801       5.424       0.091       6.633       0.288       9.933       1.581       7.732       2.182       22.95       10.39      0.4069          -1         -99         -99       40.24         -99           0
14646      189.1193237   62.1820107      1.61       31.58       5.494       5.037       6.244      0.4707      0.3365      0.4054      0.6876         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.203       2.539       5.492       0.039       6.091       0.066       4.108       0.402       5.333       0.503       22.75       10.08      0.5207          -1         -99         -99       7.291         -99           1
14649      189.2978668   62.1820221      0.85       42.99       4.869       32.72       9.083      0.8027      0.3511       1.459      0.7408         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.908       2.503       12.34       0.032       8.518       0.049       7.407       0.309       5.056       0.358        21.3       9.928      0.1592      0.8549          -1          81      0.1311     2.6e+04           1
14650      189.3012085   62.1822128      1.53       21.68       5.038       32.72       8.445      0.2039      0.3434       0.289      0.8811         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    -0.09885       2.544       4.166       0.029       4.634       0.048       4.011       0.311       3.734       0.359        23.3       10.14      0.1592          -1         -99         -99       5.309         -99           1
14652      188.8853607   62.1815872      1.46       48.08       16.27         -99       1e+10    -0.03261      0.5084       1.153       1.029         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.9769       2.898         -99         -99         -99         -99         -99         -99         -99         -99       20.14       11.42      0.1841          -1         -99         -99       27.98         -99           0
14657      189.1378632   62.1819191      0.97       71.05       4.799        58.8       9.938       0.842      0.3888       2.081      0.8078         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.851       2.469       13.95        0.04       10.94       0.064       8.176       0.409       8.272       0.502       21.52       10.25     0.03757       1.017           2          72     0.05308   1.137e+04           1
14658      189.1416931   62.1818390      0.77       72.38       4.913       69.99       8.511       1.232      0.3692       1.321      0.7202       5.986       1.233         -99       1e+10         -99       1e+10         -99       1e+10       5.094       2.444       18.82       0.041       12.59       0.063       12.92       0.406       9.468       0.496        20.7       10.03     0.02747       0.762           1          10     0.05127   1.172e+04           1
14670      189.1704254   62.1818619      0.84       61.24       4.925       29.06       7.271      0.8261      0.4515      0.7479      0.8713         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       11.36       2.599       11.26       0.039       7.855       0.062       7.085       0.402       5.431       0.487       21.45       9.858     0.03757      0.8736           1          21     0.03757   1.436e+04           1
14672      189.2544708   62.1817665      1.53       104.9       6.365       75.32       5.543       1.341      0.3271       3.537      0.6686       6.018       1.075       6.715       1.782         -99       1e+10         -99       1e+10       11.25       2.455       15.04       0.035       17.69       0.056       14.83       0.335       14.86       0.407       21.98       10.91     0.08166       1.526           2          85      0.2301   2.231e+04           1
14673      189.3055267   62.1817207      0.92       120.5       5.159       71.94        8.66       2.046       0.365       2.615       0.699       3.949       2.396         -99       1e+10         -99       1e+10         -99       1e+10       10.84       2.518       16.36       0.033       12.78        0.05       13.54       0.312       15.52       0.359       21.08       10.08      0.1062       0.936           1           4      0.1062   2.671e+04           1
